,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
3014,SEA,Moffat,Adam,M,"$     150,000.00","$           161,608.33",2013
3015,SEA,Montero,Fredy,F,"$     700,000.00","$           856,000.00",2013
3016,COL,Moor,Drew,D,"$     235,000.00","$           247,000.00",2013
3017,RSL,Morales,Javier,M,"$     300,000.00","$           300,000.00",2013
3018,CHV,Morales,Julio,F,"$       35,125.00","$             35,125.00",2013
3019,NY,Moreno,Amando,F,"$       35,125.00","$             35,125.00",2013
3020,TOR,Morgan,Ashtone,D,"$       60,000.00","$             72,000.00",2013
3021,SJ,Morrow,Justin,D,"$     130,000.00","$           139,562.50",2013
3022,COL,Mullan,Brian,M,"$     162,000.00","$           170,335.00",2013
3023,SJ,Muller,Tommy,D,"$       35,125.00","$             35,125.00",2013
3024,,Muniz,Nico,M,"$       46,500.00","$             48,500.00",2013
3025,COL,Mwanga,Danny,F,"$     130,000.00","$           171,250.00",2013
3026,KC,Myers,Chance,D-M,"$     105,000.00","$           120,666.67",2013
3027,KC,Nagamura,Paulo,M,"$     265,000.00","$           270,500.00",2013
3028,POR,Nagbe,Darlington,M/F,"$     130,000.00","$           266,000.00",2013
3029,POR,Nanchoff,Michael,M,"$       46,500.00","$             46,500.00",2013
3030,SEA,Neagle,Lamar,M,"$       48,400.00","$             48,400.00",2013
3031,DC,Neal,Lewis,M,"$       90,000.00","$             96,440.63",2013
3032,DAL,Neres da Cruz,Erick,M,"$       84,000.00","$             85,875.00",2013
3033,MTL,Nesta,Alessandro,D,"$     260,000.00","$           305,000.00",2013
3034,SJ,Newton,Evan,GK,"$       46,500.00","$             46,500.00",2013
3035,NE,Nguyen,Lee,M/F,"$       73,600.00","$             80,100.00",2013
3036,KC,Nielsen,Jimmy,GK,"$     200,000.00","$           220,000.00",2013
3037,PHI,Nikolov,Oka,GK,"$       46,500.00","$             46,500.00",2013
3038,DAL,Nunez,Ramon,M,"$       65,000.00","$             75,000.00",2013
3039,CHI,Nyarko,Patrick,F,"$     230,000.00","$           249,500.00",2013
3040,DC,Nyassi,Sainey,M,"$       88,200.00","$             94,950.00",2013
3041,MTL,Nyassi,Sanna,M,"$     140,000.00","$           147,625.00",2013
3042,NY,Obekop,Marius,M,"$       35,125.00","$             35,125.00",2013
3043,VAN,O'Brien,Andy,D,"$     200,012.04","$           230,012.04",2013
3044,CLB,Oduro,Dominic,F,"$     120,015.00","$           122,015.00",2013
3045,PHI,Okugo,Amobi,M,"$     101,250.00","$           184,250.00",2013
3046,NY,Olave,Jamison,D,"$     275,000.00","$           325,000.00",2013
3047,KC,Olum,Lawrence,M/D,"$       46,500.00","$             46,500.00",2013
3048,COL,O'Neill,Shane,M,"$       49,350.00","$             60,850.00",2013
3049,KC,Opara,Ike,D,"$       90,000.00","$             96,250.00",2013
3050,LA,Opare,Kofi,D,"$       35,125.00","$             35,125.00",2013
3051,CLB,O'Rourke,Danny,D,"$     170,000.00","$           175,000.00",2013
3052,TOR,Osorio,Jonathan,M,"$       46,500.00","$             46,500.00",2013
3053,MTL,Ouimette,Karl,D,"$       46,500.00","$             46,500.00",2013
3054,VAN,Ousted,David,GK,"$     150,000.00","$           166,156.25",2013
3055,HOU,Ownby,Brian,M,"$       46,500.00","$             46,500.00",2013
3056,DC,Pajoy,Lionard,F,"$     190,000.00","$           205,000.00",2013
3057,CHI,Paladini,Daniel,M,"$       86,625.00","$             91,103.25",2013
3058,RSL,Palmer,Lovel,M,"$       67,000.00","$             71,500.00",2013
3059,KC,Palmer-Brown,Erik,D,"$       35,125.00","$             35,625.00",2013
3060,MTL,Paponi,Daniele,F,"$       72,000.00","$             87,000.00",2013
3061,PHI,Parke,Jeff,D,"$     205,000.00","$           216,500.00",2013
3062,CHI,Pause,Logan,M,"$     180,000.00","$           197,833.33",2013
3063,NY,Pearce,Heath,D,"$     331,236.00","$           340,736.00",2013
3064,LA,Penedo,Jaime,GK,"$       78,000.00","$             81,562.50",2013
3065,DAL,Pereira,Michel,M/D,"$       60,000.00","$             81,500.00",2013
3066,DAL,Perez,Blas,F,"$     300,000.00","$           324,250.00",2013
3067,LA,Perk,Brian,GK,"$       55,000.00","$             58,125.00",2013
3068,MTL,Perkins,Troy,GK,"$     225,000.00","$           246,833.33",2013
3069,KC,Peterson,Jacob,F,"$     100,000.00","$           104,833.33",2013
3070,PHI,Pfeffer,Zach,M,"$       65,000.00","$             75,000.00",2013
3071,COL,Pickens,Matt,GK,"$     190,000.00","$           212,933.33",2013
3072,CHI,Pineda,Victor,M,"$       46,500.00","$             53,242.42",2013
3073,POR,Piquionne,Frederic,F,"$     142,000.00","$           150,000.00",2013
3074,MTL,Pisanu,Andrea,F,"$     100,000.00","$           148,000.00",2013
3075,RSL,Plata,Joao,F,"$       60,000.00","$             60,000.00",2013
3076,NE,Polak,Tyler,D,"$       65,000.00","$             78,000.00",2013
3077,DC,Pontius,Chris,M-F,"$     330,000.00","$           361,000.00",2013
3078,DC,Porter,Kyle,M,"$       46,500.00","$             54,992.45",2013
3079,POR,Powell,Alvas,D,"$       35,400.00","$             35,400.00",2013
3080,COL,Powers,Dillon,M,"$       46,500.00","$             79,000.00",2013
3081,CHI,Puppo,Federico,F,"$     125,000.00","$           125,000.00",2013
3082,CHV,Purdy,Steven,D,"$       80,004.00","$             80,004.00",2013
3083,NE,Reis,Matt,GK,"$     165,000.00","$           167,666.67",2013
3084,SEA,Remick,Dylan,D,"$       35,125.00","$             35,125.00",2013
3085,VAN,Reo-Coker,Nigel,D-M,"$     200,000.00","$           237,362.50",2013
3086,TOR,Rey,Alvaro,F,"$     180,000.00","$           204,450.00",2013
3087,LA,Ribeiro Da Silva,Leonardo,D,"$       95,000.00","$             95,000.00",2013
3088,POR,Richards,Brent,F,"$       65,625.00","$             73,992.29",2013
3089,TOR,Richter,Ryan,F,"$       35,125.00","$             35,125.00",2013
3090,POR,Ricketts,Donovan,GK,"$     275,000.00","$           300,000.00",2013
3091,DC,Riley,James,D,"$     140,000.00","$           145,750.00",2013
3092,RSL,Rimando,Nick,GK,"$     200,000.00","$           210,833.33",2013
3093,POR,Rincon,Sebastian,F,"$       46,500.00","$             46,500.00",2013
3094,POR,Ring,Brad,M,"$       46,500.00","$             46,500.00",2013
3095,CHI,Rios,Egidio,M,"$     768,000.00","$           768,000.00",2013
3096,MTL,Rivas,Nelson,D,"$       75,000.00","$             75,000.00",2013
3097,CHV,Rivera,Jose Manuel,F,"$     116,000.00","$           116,000.00",2013
3098,COL,Rivero,Martin,M,"$       75,000.00","$             75,000.00",2013
3099,TOR,Roberts,Quillan,GK,"$       46,500.00","$             46,500.00",2013
3100,NY,Robles,Luis,GK,"$       75,000.00","$             77,500.00",2013
3101,MTL,Rodriguez,Adrian Lopez,D,"$     180,000.00","$           180,000.00",2013
3102,MTL,Rodriguez,Maximiliano,M,"$       35,125.00","$             35,125.00",2013
3103,LA,Rogers,Robbie,F,"$       90,000.00","$             90,000.00",2013
3104,CHI,Rolfe,Chris,F,"$     225,000.00","$           248,333.33",2013
3105,MTL,Romero,Andres,F,"$       48,000.00","$             48,000.00",2013
3106,SEA,Rosales,Mauro,M,"$     200,000.00","$           225,000.00",2013
3107,SEA,Rose,Andy,M,"$       46,500.00","$             46,500.00",2013
3108,KC,Rosell,Oriol,M,"$     110,000.00","$           118,750.00",2013
3109,LA,Rowe,Brian,GK,"$       46,500.00","$             46,500.00",2013
3110,NE,Rowe,Kelyn,M,"$       90,000.00","$           171,000.00",2013
3111,LA,Rugg,Charlie,F,"$       35,125.00","$             35,125.00",2013
3112,KC,Ruiz,Brendan,D,"$       35,125.00","$             35,125.00",2013
3113,DC,Ruiz,Carlos,F,"$       75,000.00","$             75,000.00",2013
3114,VAN,Rusin,Brad,D,"$     120,000.00","$           120,000.00",2013
3115,TOR,Russell,Darel,M,"$       99,999.96","$           109,874.96",2013
3116,KC,Saad,Soony,F,"$       46,500.00","$             46,500.00",2013
3117,RSL,Saborio,Alvaro,F,"$     360,000.00","$           453,333.33",2013
3118,HOU,Salazar,Bryan,F,"$       46,500.00","$             47,500.00",2013
3119,RSL,Salcedo,Carlos,D,"$       35,125.00","$             35,125.00",2013
3120,VAN,Salgado,Omar,F,"$       95,000.00","$           136,868.67",2013
3121,SJ,Salinas,Shea,M,"$       93,975.00","$           100,219.15",2013
3122,NY,Sam,Lloyd,F,"$     130,000.00","$           130,000.00",2013
3123,CLB,Sanchez,Matias,M,"$     190,000.00","$           230,000.00",2013
3124,DAL,Sanchez,Richard,GK,"$       46,500.00","$             63,500.00",2013
3125,COL,Sanchez,Vincente,F,"$     144,000.00","$           186,187.50",2013
3126,RSL,Sandoval,Devon,F,"$       35,125.00","$             35,125.00",2013
3127,VAN,Sanvezzo,Camilo,F,"$     210,000.00","$           247,500.00",2013
3128,KC,Sapong,CJ,F,"$       75,000.00","$             92,000.00",2013
3129,DC,Saragosa,Marcelo,M,"$     110,000.00","$           110,000.00",2013
3130,HOU,Sarkodie,Kofi,D,"$     100,000.00","$           145,500.00",2013
3131,LA,Sarvas,Marcelo,M,"$     157,500.00","$           184,375.00",2013
3132,RSL,Saunders,Josh,GK,"$       90,000.00","$             95,250.00",2013
3133,CLB,Schoenfeld,Aaron,F,"$       46,500.00","$             46,500.00",2013
3134,RSL,Schuler,Chris,D,"$     100,000.00","$           117,000.00",2013
3135,SEA,Scott,Zach,D,"$       50,000.00","$             50,000.00",2013
3136,DC,Seaton,Michael,F,"$       35,125.00","$             38,125.00",2013
3137,CHI,Segares,Gonzalo,D,"$     155,000.00","$           168,333.33",2013
3138,DAL,Seitz,Chris,GK,"$       90,000.00","$             90,000.00",2013
3139,NY,Sekagya,Ibrahim,D,"$     129,999.96","$           158,999.96",2013
3140,NE,Sene,Saer,F,"$     200,000.00","$           211,537.54",2013
3141,COL,Serna,Dillon,M,"$       46,500.00","$             59,500.00",2013
3142,DC,Shanosky,Conor,D,"$       75,000.00","$             89,218.83",2013
3143,NE,Shuttleworth,Robert,GK,"$       80,004.00","$             84,504.00",2013
3144,DC,Silva,Luis,M,"$       70,400.00","$           105,400.00",2013
3145,POR,Silvestre,Mikael,D,"$     180,000.00","$           186,666.67",2013
3146,NE,Simms,Clyde,M,"$       87,500.00","$             90,833.33",2013
3147,KC,Sinovic,Seth,M-D,"$       90,000.00","$             96,750.00",2013
3148,CLB,Sloan,Shawn,M,"$       35,125.00","$             35,125.00",2013
3149,MTL,Smith,Blake,M,"$       46,500.00","$             80,250.00",2013
3150,NE,Smith,Donnie,M,"$       35,125.00","$             35,125.00",2013
3151,COL,Smith,Jamie,M,"$       46,500.00","$             46,500.00",2013
3152,NE,Soares,AJ,D,"$     103,345.00","$           143,345.00",2013
3153,NE,Soffner,Luis,GK,"$       35,125.00","$             35,125.00",2013
3154,LA,Sorto,Oscar,D,"$       46,500.00","$             48,375.00",2013
3155,CHV,Soto,Josue,M,"$       35,125.00","$             35,125.00",2013
3156,CHI,Soumare,Bakary,D,"$     310,000.00","$           350,000.00",2013
3157,CLB,Speas,Ben,F,"$       62,000.00","$             62,000.00",2013
3158,NY,Steele,Jonny,M,"$       99,996.00","$           107,746.00",2013
3159,LA,Stephens,Michael,M,"$       84,755.00","$           106,005.00",2013
3160,RSL,Stephenson,Khari,M,"$       77,500.00","$             81,958.33",2013
3161,RSL,Stertzer,John,M,"$       46,500.00","$             75,250.00",2013
3162,SJ,Stewart,Jordan,M-D,"$     108,000.00","$           108,000.00",2013
3163,COL,Sturgis,Nathan,D-M,"$       93,712.50","$             97,962.50",2013
3164,POOL,Stuver,Brad,GK,"$       35,125.00","$             35,125.00",2013
3165,DC,Syamsir,Alam,M,"$       46,500.00","$             46,500.00",2013
3166,HOU,Taylor,Jermaine,D,"$     160,000.00","$           169,500.00",2013
3167,CLB,Tchani,Tony,M,"$     130,000.00","$           155,000.00",2013
3168,VAN,Teibert,Russell,M,"$       60,000.00","$             65,600.00",2013
3169,COL,Thomas,Hendry,M,"$     180,000.00","$           200,000.00",2013
3170,TOR,Thomas,Michael,M,"$       57,750.00","$             60,713.21",2013
3171,VAN,Thomas,Simon,GK,"$       35,125.00","$             35,125.00",2013
3172,CHI,Thompson,Wells,M,"$     105,000.00","$           113,125.00",2013
3173,DC,Thorrington,John,M,"$     150,000.00","$           150,000.00",2013
3174,NE,Tierney,Chris,D-M,"$       82,265.63","$             83,932.29",2013
3175,MTL,Tissot,Maxim,D,"$       35,125.00","$             35,125.00",2013
3176,NE,Toja,Juan,M-F,"$     275,000.00","$           295,000.00",2013
3177,DAL,Top,Jonathan,F,"$       46,500.00","$             46,500.00",2013
3178,CHI,Tornaghi,Paolo,GK,"$       46,500.00","$             46,500.00",2013
3179,CHV,Torres,Erick,F,"$     129,996.00","$           129,996.00",2013
3180,COL,Torres,Gabriel,F,"$     264,000.00","$           276,500.00",2013
3181,PHI,Torres,Roger,M,"$     121,968.00","$           125,093.00",2013
3182,DC,Townsend,Casey,F,"$       56,650.00","$             91,650.00",2013
3183,SJ,Tracy,Marcus,F,"$       46,500.00","$             46,500.00",2013
3184,SEA,Traore,Djimi,D,"$     120,000.00","$           120,000.00",2013
3185,CLB,Trapp,Wil,M,"$     100,000.00","$           127,000.00",2013
3186,POR,Tucker-Gangnes,Dylan,D,"$       35,125.00","$             35,125.00",2013
3187,MTL,Ubiparipovic,Sinisa,M,"$       57,750.00","$             57,750.00",2013
3188,DAL,Ulloa,Victor,M,"$       46,500.00","$             49,000.00",2013
3189,POR,Urruti,Maximiliano,F,"$     200,000.04","$           200,000.04",2013
3190,PHI,Valdes,Carlos,D,"$     321,000.00","$           321,000.00",2013
3191,POR,Valencia,Jose Adolfo,F,"$       50,000.00","$             65,000.00",2013
3192,MTL,Valentin,Zarek,D,"$     100,000.00","$           152,000.00",2013
3193,POR,Valeri,Diego,M,"$     400,000.00","$           400,000.00",2013
3194,RSL,Velasquez,Sebastian,M,"$       46,500.00","$             46,500.00",2013
3195,CLB,Viana,Agustin,D-M,"$     105,000.00","$           131,666.67",2013
3196,CHI,Videira,Michael,M,"$       46,500.00","$             47,125.00",2013
3197,CHV,Villafana,Jorge,F,"$       69,300.00","$             70,966.67",2013
3198,LA,Villarreal,Joseph,M,"$       46,500.00","$             48,375.00",2013
3199,CLB,Wahl,Tyson,D,"$       76,000.00","$             80,666.67",2013
3200,LA,Walker,Kenney,M,"$       46,500.00","$             46,500.00",2013
3201,COL,Wallace,Anthony,D-M,"$       66,563.70","$             66,563.70",2013
3202,POR,Wallace,Rodney,M-D,"$      125,000.00","$           150,000.00",2013
3203,MTL,Warner,Collen,M-F,"$      110,000.00","$           137,500.00",2013
3204,DAL,Warshaw,Bobby,D,"$        50,820.00","$             62,070.00",2013
3205,CLB,Warzycha,Konrad,M,"$        46,500.00","$             46,500.00",2013
3206,VAN,Watson,Matt,M,"$        68,250.00","$             79,251.98",2013
3207,DAL,Watson,JeVaughn,M,"$      100,000.00","$           116,875.00",2013
3208,RSL,Watson-Siriboe,Kwame,D,"$        53,240.00","$             53,240.00",2013
3209,HOU,Weaver,Cam,F,"$      100,000.00","$           108,406.67",2013
3210,TOR,Welshman,Emery,F,"$        46,500.00","$             46,500.00",2013
3211,MTL,Wenger,Andrew,D/F,"$      120,000.00","$           222,000.00",2013
3212,PHI,Wheeler,Aaron,F,"$        46,500.00","$             46,500.00",2013
3213,DC,White,Ethan,D,"$        75,000.00","$             91,000.00",2013
3214,TOR,Wiedeman,Andrew,F,"$        55,000.00","$             65,000.00",2013
3215,CLB,Williams,Josh,D,"$        52,313.00","$             52,313.00",2013
3216,PHI,Williams,Sheanon,F,"$      105,000.00","$           110,500.00",2013
3217,DC,Willis,Joe,GK,"$        46,500.00","$             46,500.00",2013
3218,RSL,Wingert,Chris,D,"$      160,598.00","$           167,598.00",2013
3219,CLB,Withrow,Daniel,GK,"$        35,125.00","$             35,125.00",2013
3220,SJ,Wondolowski,Chris,M,"$      550,000.00","$           600,000.00",2013
3221,DAL,Woodberry,London,D,"$        46,500.00","$             46,500.00",2013
3222,NE,Woodbine,O'Brian,D,"$        46,500.00","$             49,882.13",2013
3223,DC,Woolard,Daniel,D,"$      100,000.00","$           100,000.00",2013
3224,NY,Wright-Phillips,Bradley,F,"$        50,000.04","$             92,500.04",2013
3225,COL,Wynne,Marvell,D,"$      200,000.00","$           285,000.00",2013
3226,SEA,Yedlin,DeAndre,D,"$        50,000.00","$             53,500.00",2013
3227,VAN,Young-Pyo,Lee,D,"$      196,900.00","$           231,100.00",2013
3228,SEA,Zakuani,Steve,F,"$      135,000.00","$           233,000.00",2013
3229,LA,Zardes,Gyasi,F,"$      100,000.00","$           173,000.00",2013
3230,SEA,Zavaleta,Eriq,F,"$        65,000.00","$             95,600.00",2013
3231,POR,Zemanski,Ben,M,"$        73,500.00","$             76,000.00",2013
3232,DAL,Zimmerman,Walker,D,"$        75,000.00","$           155,100.00",2013
3233,POR,Zizzo,Sal,F,"$        76,781.00","$             85,987.77",2013
3234,DAL,Zobeck,Kyle,GK,"$        35,125.00","$             35,125.00",2013
3235,KC,Zusi,Graham,F-M,"$      350,000.00","$           383,250.00",2013
3236,DAL,Acosta,Kellyn,M,"$       55,000.00","$             79,000.00",2014
3237,VAN,Adekugbe,Samuel,D,"$       50,000.00","$             55,000.00",2014
3238,POR,Adi,Fanendo,F,"$     580,800.00","$           593,300.00",2014
3239,COL,Agbossoumonde,Gale,D,"$       48,825.00","$             55,491.67",2014
3240,DAL,Akindele,Tesho,F,"$       48,500.00","$             48,500.00",2014
3241,NE,Akpan,Andre,F,"$       48,500.00","$             51,333.33",2014
3242,VAN,Alderson,Bryce,M,"$     100,000.00","$           115,000.00",2014
3243,CHI,Alex,,M,"$     123,750.00","$           133,700.00",2014
3244,NY,Alexander,Eric,M,"$     115,000.00","$           128,750.00",2014
3245,POR,Alhassan,Kalif,M,"$     120,000.00","$           120,000.00",2014
3246,RSL,Allen,Jordan,M/F,"$       80,000.00","$             90,000.00",2014
3247,SEA,Alonso,Osvaldo,M,"$     400,000.00","$           400,000.00",2014
3248,NE,Alston,Kevin,D,"$     125,000.00","$           143,333.33",2014
3249,COL,Alvarez,Carlos,M,"$       73,150.00","$           108,150.00",2014
3250,ORL,Alvarez,Yordany,M,"$       48,500.00","$             56,000.00",2014
3251,CHI,Amarikwa,Quincy,F,"$       60,000.00","$             60,000.00",2014
3252,CHI,Anangono,Juan Luis,F,"$     175,000.00","$           175,000.00",2014
3253,SEA,Anibaba,Jalil,D,"$     119,620.00","$           159,620.00",2014
3254,CLB,Anor,Bernardo,M,"$       48,825.00","$             48,825.00",2014
3255,SEA,Apam,Onyekachi,D,"$       60,000.00","$             60,000.00",2014
3256,TOR,Aparicio,Manuel,M,"$       36,504.00","$             36,504.00",2014
3257,HOU,Arena,Anthony,D,"$       36,504.00","$             36,504.00",2014
3258,COL,Armstrong,David,M,"$       36,504.00","$             36,504.00",2014
3259,DC,Arnaud,Davy,M,"$     212,500.00","$           212,500.00",2014
3260,CLB,Arrieta,Jairo,F,"$     135,000.00","$           135,000.00",2014
3261,HOU,Ashe,Corey,M,"$     165,000.00","$           174,750.00",2014
3262,DC,Attakora,Nana,D,"$       62,500.00","$             65,575.52",2014
3263,RSL,Attinella,Jeff,GK,"$       48,825.00","$             48,825.00",2014
3264,CHV,Avila,Eric,M,"$     115,000.00","$           135,000.00",2014
3265,SEA,Azira,Michael,D,"$       48,504.00","$             51,147.54",2014
3266,CLB,Baiden,Kingsley,M,"$       36,504.00","$             36,504.00",2014
3267,RSL,Balchan,Rich,D,"$       48,500.00","$             48,500.00",2014
3268,VAN,Ballouchy,Mehdi,M,"$       65,000.00","$             65,000.00",2014
3269,SJ,Barklage,Brandon,M,"$       65,000.00","$             68,415.21",2014
3270,NE,Barnes,Darrius,D,"$       80,000.00","$             86,666.67",2014
3271,HOU,Barnes,Giles,M,"$     230,000.00","$           241,158.33",2014
3272,CHV,Barrera,Leandro,F,"$       50,000.00","$             50,000.00",2014
3273,SEA,Barrett,Chad,F,"$       80,000.00","$             85,000.00",2014
3274,CLB,Barson,Chad,D,"$       48,825.00","$             48,825.00",2014
3275,HOU,Beasley,DaMarcus,D,"$     750,000.00","$           779,166.67",2014
3276,RSL,Beckerman,Kyle,M,"$     350,000.00","$           378,750.00",2014
3277,CLB,Bedell,Adam,F,"$       36,504.00","$             36,504.00",2014
3278,VAN,Beitashour,Steven,D,"$     170,000.00","$           177,166.67",2014
3279,TOR,Bekker,Kyle,M,"$       51,150.00","$             77,400.00",2014
3280,MTL,Beland-Goyette,Louis,M,"$       36,504.00","$             36,504.00",2014
3281,RSL,Beltran,Anthony,D,"$     186,450.00","$           186,450.00",2014
3282,TOR,Bendik,Joe,GK,"$     140,000.00","$           147,375.00",2014
3283,NE,Bengtson,Jerry,F,"$     144,000.00","$           144,000.00",2014
3284,DAL,Benitez,Jair,D,"$       97,875.00","$             97,875.00",2014
3285,SJ,Bernardez,Victor,D,"$     100,008.00","$           141,608.00",2014
3286,COL,Berner,John,GK,"$       36,500.00","$             36,500.00",2014
3287,MTL,Bernier,Patrice,F-M,"$     165,000.00","$           205,000.00",2014
3288,PHI,Berry,Austin,D,"$       86,994.00","$           101,994.00",2014
3289,KC,Besler,Matt,D,"$     600,000.00","$           633,250.00",2014
3290,KC,Bieler,Claudio,F,"$     225,000.00","$           225,000.00",2014
3291,SJ,Bingham,David,GK,"$       85,910.00","$           130,285.00",2014
3292,DC,Birnbaum,Steven,D,"$       55,000.00","$             85,000.00",2014
3293,MTL,Bissue,James,F,"$       48,500.00","$             48,500.00",2014
3294,NY,Bitolo,Ambroise,D,"$       36,500.00","$             36,500.00",2014
3295,PHI,Blake,Andre,GK,"$       75,000.00","$           113,000.00",2014
3296,TOR,Bloom,Mark,D,"$       48,825.00","$             48,825.00",2014
3297,CHV,Bocanegra,Carlos,D,"$     300,000.00","$           333,333.33",2014
3298,CHV,Bolanos,Luis,F,"$       48,504.00","$             48,504.00",2014
3299,PHI,Bone,Corben,M,"$       48,825.00","$             51,325.00",2014
3300,HOU,Boniek Garcia,Oscar,F,"$     199,992.00","$           258,742.00",2014
3301,RSL,Borchers,Nat,D,"$     225,000.00","$           236,968.75",2014
3302,,Borja,Carlos,D,"$       52,313.00","$             52,313.00",2014
3303,CHV,Borja,Felix,F,"$       48,504.00","$             48,504.00",2014
3304,DC,Boswell,Bobby,D,"$     189,666.60","$           189,666.60",2014
3305,NY,Bover,Ruben,M,"$       36,500.00","$             36,500.00",2014
3306,SEA,Bowen,Tristan,F,"$       65,000.00","$             70,000.00",2014
3307,TOR,Bradley,Michael,M,"$  6,000,000.00","$        6,500,000.00",2014
3308,NYCFC,Brovsky,Jeb,M,"$     115,000.00","$           119,000.00",2014
3309,PHI,Brown,Brian,F,"$       48,504.00","$             53,004.00",2014
3310,COL,Brown,Deshorn,F,"$       75,000.00","$           123,000.00",2014
3311,HOU,Bruin,Will,F,"$     127,500.00","$           172,500.00",2014
3312,HOU,Brunner,Eric,D,"$     130,000.00","$           130,625.00",2014
3313,COL,Buddle,Edson,F,"$     325,000.00","$           325,000.00",2014
3314,NE,Bunbury,Teal,F,"$     135,000.00","$           233,000.00",2014
3315,COL,Burch,Marc,D,"$       85,000.00","$             85,000.00",2014
3316,CHV,Burling,Bobby,D,"$     115,000.00","$           122,500.00",2014
3317,SJ,Busch,Jon,GK,"$     173,250.00","$           184,583.33",2014
3318,MTL,Bush,Evan,GK,"$       48,825.00","$             48,825.00",2014
3319,NY,Bustamante,Michael,M-D,"$       48,825.00","$             48,825.00",2014
3320,DAL,Cabrera,Walter,D,"$       84,000.00","$             96,000.00",2014
3321,NY,Cahill,Tim,M,"$  3,500,000.00","$        3,625,000.00",2014
3322,NE,Caldwell,Scott,M,"$       52,313.00","$             59,813.00",2014
3323,TOR,Caldwell,Steven,D,"$     325,000.00","$           364,166.67",2014
3324,CHV,Calvert,Caleb,F,"$       55,000.00","$             62,500.00",2014
3325,MTL,Camara,Hassoun,D/M,"$     215,000.00","$           226,625.00",2014
3326,VAN,Carducci,Marco,GK,"$       36,504.00","$             36,504.00",2014
3327,HOU,Carrasco,Servando,M,"$       48,825.00","$             48,825.00",2014
3328,PHI,Carreiro,Fred,M,"$       65,460.00","$             65,460.00",2014
3329,PHI,Carroll,Brian,M,"$     185,220.00","$           185,220.00",2014
3330,HOU,Cascio,Tony,M,"$       71,390.00","$           105,140.00",2014
3331,PHI,Casey,Conor,F,"$     192,500.00","$           192,500.00",2014
3332,DC,Caskey,Alex,M,"$       48,825.00","$             48,825.00",2014
3333,NY,Castano,Santiago,GK,"$       36,500.00","$             36,500.00",2014
3334,NE,Castillion,Geoffrey,F,"$     276,000.00","$           329,033.33",2014
3335,DAL,Castillo,Fabian,F,"$       70,000.00","$             76,250.00",2014
3336,SJ,Cato,Cordell,F,"$       50,400.00","$             50,400.00",2014
3337,ORL,Ceren,Darwin,M,"$       50,000.00","$             80,437.50",2014
3338,POR,Chara,Diego,M,"$     170,000.00","$           170,000.00",2014
3339,CHV,Chavez,Marvin,M,"$     200,000.00","$           200,000.00",2014
3340,NY,Christianson,Ian,M,"$       48,825.00","$             48,825.00",2014
3341,HOU,Clark,Ricardo,M,"$     288,000.00","$           321,750.00",2014
3342,CLB,Clark,Steven,GK,"$     135,000.00","$           138,333.33",2014
3343,VAN,Clarke,Caleb,F,"$       60,000.00","$             60,000.00",2014
3344,KC,Claros,Jorge,M,"$       90,000.00","$             90,000.00",2014
3345,HOU,Cochran,AJ,D,"$       57,500.00","$             73,500.00",2014
3346,CHI,Cochrane,Greg,D,"$       48,500.00","$             48,500.00",2014
3347,CHI,Cocis,Razvan,M,"$     140,004.00","$           146,670.67",2014
3348,KC,Collin,Aurelien,D,"$     275,000.00","$           281,250.00",2014
3349,NY,Convey,Bobby,M,"$     137,500.00","$           147,500.00",2014
3350,SEA,Cooper,Kenny,F,"$     200,000.00","$           265,625.00",2014
3351,CHV,Correa,Jose Erick,F,"$       70,000.00","$             70,000.00",2014
3352,DAL,Craft,Coy,F,"$       48,504.00","$             65,587.33",2014
3353,TOR,Creavalle,Warren,D,"$       90,000.00","$           100,500.00",2014
3354,MTL,Crepeau,Maxime,GK,"$       48,500.00","$             48,500.00",2014
3355,SJ,Cronin,Sam,M,"$     185,000.00","$           187,500.00",2014
3356,PHI,Cruz,Danny,M,"$     125,000.00","$           131,666.67",2014
3357,HOU,Cummings,Omar,F,"$     250,000.00","$           264,000.00",2014
3358,MTL,Danso,Mamadou,D,"$       87,500.00","$             87,500.00",2014
3359,NE,Davies,Charlie,F,"$       75,000.00","$             78,940.63",2014
3360,HOU,Davis,Brad,M,"$     345,000.00","$           392,062.50",2014
3361,VAN,Dean,Christian,D,"$       80,000.00","$           161,000.00",2014
3362,TOR,Defoe,Jermain,F,"$  6,000,000.00","$        6,180,000.00",2014
3363,LA,DeLaGarza,AJ,D,"$     132,500.00","$           155,000.00",2014
3364,DC,DeLeon,Nick,M,"$       85,690.00","$           120,690.00",2014
3365,CHV,Delgado,Marco,M,"$       75,000.00","$             77,500.00",2014
3366,SEA,Dempsey,Clint,F,"$  4,913,004.00","$        6,695,188.75",2014
3367,HOU,Deric,Tyler,GK,"$       90,000.00","$             97,666.67",2014
3368,TOR,DeRosario,Dwayne,M,"$     137,000.00","$           173,000.00",2014
3369,MTL,Di Vaio,Marco,F,"$  1,500,000.00","$        2,600,000.00",2014
3370,DAL,Diaz,Mauro,M,"$     325,000.00","$           411,000.00",2014
3371,TOR,Dike,Bright,F,"$       60,637.50","$             63,575.00",2014
3372,VAN,Diouf,Mamadou,F,"$       48,500.00","$             61,000.00",2014
3373,SJ,Djalo,Yannick,M,"$     200,000.00","$           300,000.00",2014
